Transaction_ID,Date,Region,Drug_Name,Hospital_Name,Units_Ordered,Price_Per_Unit,Total_Revenue
TXN108399,2025-06-12,Central,GlycaCure 50mg,Fortis Healthcare 4,63,250,15750
TXN102412,2025-06-12,West,GlycaCure 50mg,Apollo Medical Center 5,96,250,24000
TXN106091,2025-06-12,North,OncoShield 10mg,Apollo Medical Center 5,126,450,56700
TXN109213,2025-06-12,West,GlycaCure 50mg,Fortis Healthcare 2,130,120,15600
TXN101700,2025-06-12,West,OncoShield 10mg,Max Super Speciality 3,140,450,63000
TXN103840,2025-06-12,South,OncoShield 10mg,Max Super Speciality 1,149,450,67050
TXN105728,2025-06-12,South,GlycaCure 50mg,Fortis Healthcare 2,14,120,1680
TXN100518,2025-06-12,South,OncoShield 10mg,Max Super Speciality 4,85,450,38250
TXN107058,2025-06-12,West,OncoShield 10mg,Apollo Medical Center 1,99,450,44550
TXN108739,2025-06-12,East,OncoShield 10mg,Max Super Speciality 4,141,450,63450
TXN105764,2025-06-12,North,GlycaCure 50mg,Fortis Healthcare 4,94,120,11280
TXN101754,2025-06-12,East,OncoShield 10mg,Apollo Medical Center 2,115,450,51750
TXN103667,2025-06-12,Central,OncoShield 10mg,Apollo Medical Center 2,29,450,13050
TXN102368,2025-06-12,North,GlycaCure 50mg,Fortis Healthcare 2,40,250,10000
TXN100681,2025-06-12,East,OncoShield 10mg,Max Super Speciality 4,78,450,35100
TXN102695,2025-06-12,Central,OncoShield 10mg,Max Super Speciality 3,61,450,27450
TXN100851,2025-06-12,Central,OncoShield 10mg,Apollo Medical Center 4,38,450,17100
TXN106189,2025-06-12,East,OncoShield 10mg,Fortis Healthcare 4,116,450,52200
TXN102133,2025-06-12,Central,GlycaCure 50mg,Fortis Healthcare 2,26,250,6500
TXN101872,2025-06-12,East,GlycaCure 50mg,Apollo Medical Center 5,24,120,2880
TXN108151,2025-06-12,East,OncoShield 10mg,Fortis Healthcare 3,101,450,45450
TXN108607,2025-06-12,West,GlycaCure 50mg,Fortis Healthcare 2,63,120,7560
TXN101870,2025-06-12,East,GlycaCure 50mg,Apollo Medical Center 4,40,120,4800
TXN103498,2025-06-12,North,GlycaCure 50mg,Max Super Speciality 4,63,250,15750
TXN105786,2025-06-12,North,OncoShield 10mg,Max Super Speciality 3,125,450,56250
TXN107931,2025-06-13,East,GlycaCure 50mg,Max Super Speciality 1,75,250,18750
TXN105130,2025-06-13,West,OncoShield 10mg,Apollo Medical Center 2,98,450,44100
TXN100916,2025-06-13,West,GlycaCure 50mg,Max Super Speciality 5,149,250,37250
TXN100378,2025-06-13,West,OncoShield 10mg,Max Super Speciality 5,86,450,38700
TXN109742,2025-06-13,South,OncoShield 10mg,Fortis Healthcare 2,96,450,43200
TXN102484,2025-06-13,South,OncoShield 10mg,Apollo Medical Center 1,66,450,29700
TXN107759,2025-06-13,South,GlycaCure 50mg,Apollo Medical Center 2,52,250,13000
TXN103621,2025-06-13,Central,OncoShield 10mg,Fortis Healthcare 4,54,450,24300
TXN103781,2025-06-13,Central,OncoShield 10mg,Apollo Medical Center 3,73,450,32850
TXN106412,2025-06-13,North,GlycaCure 50mg,Fortis Healthcare 2,102,120,12240
TXN105051,2025-06-13,West,OncoShield 10mg,Max Super Speciality 3,68,450,30600
TXN104238,2025-06-13,West,GlycaCure 50mg,Max Super Speciality 5,35,250,8750
TXN105159,2025-06-13,West,GlycaCure 50mg,Fortis Healthcare 5,137,120,16440
TXN100554,2025-06-13,Central,GlycaCure 50mg,Max Super Speciality 4,81,250,20250
TXN103793,2025-06-13,South,OncoShield 10mg,Max Super Speciality 3,29,450,13050
TXN109971,2025-06-13,West,GlycaCure 50mg,Max Super Speciality 4,139,120,16680
TXN103748,2025-06-13,East,OncoShield 10mg,Fortis Healthcare 1,50,450,22500
TXN101670,2025-06-13,East,OncoShield 10mg,Fortis Healthcare 3,91,450,40950
TXN106459,2025-06-13,North,GlycaCure 50mg,Max Super Speciality 5,13,120,1560
TXN108506,2025-06-13,West,GlycaCure 50mg,Fortis Healthcare 4,93,120,11160
TXN107754,2025-06-13,Central,GlycaCure 50mg,Apollo Medical Center 3,14,120,1680
TXN106689,2025-06-13,East,GlycaCure 50mg,Max Super Speciality 3,52,250,13000
TXN107231,2025-06-13,West,GlycaCure 50mg,Max Super Speciality 3,121,120,14520
TXN105008,2025-06-13,West,OncoShield 10mg,Max Super Speciality 2,127,450,57150
TXN100151,2025-06-13,East,GlycaCure 50mg,Fortis Healthcare 2,21,250,5250
TXN105432,2025-06-13,West,OncoShield 10mg,Apollo Medical Center 5,87,450,39150
TXN103721,2025-06-13,East,OncoShield 10mg,Max Super Speciality 1,124,450,55800
TXN102689,2025-06-13,Central,OncoShield 10mg,Max Super Speciality 2,63,450,28350
TXN104923,2025-06-13,West,GlycaCure 50mg,Apollo Medical Center 5,126,250,31500
TXN101007,2025-06-13,Central,GlycaCure 50mg,Fortis Healthcare 4,120,250,30000
TXN107254,2025-06-13,North,OncoShield 10mg,Max Super Speciality 1,53,450,23850
TXN106890,2025-06-13,North,GlycaCure 50mg,Max Super Speciality 1,101,250,25250
TXN103542,2025-06-13,South,GlycaCure 50mg,Max Super Speciality 2,63,250,15750
TXN106244,2025-06-14,West,GlycaCure 50mg,Max Super Speciality 3,135,120,16200
TXN101946,2025-06-14,North,GlycaCure 50mg,Apollo Medical Center 3,144,250,36000
TXN105405,2025-06-14,South,OncoShield 10mg,Apollo Medical Center 2,149,450,67050
TXN100675,2025-06-14,Central,OncoShield 10mg,Max Super Speciality 2,14,450,6300
TXN104880,2025-06-14,East,OncoShield 10mg,Max Super Speciality 3,76,450,34200
TXN102382,2025-06-14,East,GlycaCure 50mg,Fortis Healthcare 1,92,250,23000
TXN107581,2025-06-14,North,GlycaCure 50mg,Max Super Speciality 1,67,250,16750
TXN107147,2025-06-14,North,OncoShield 10mg,Max Super Speciality 5,148,450,66600
TXN101057,2025-06-14,South,OncoShield 10mg,Fortis Healthcare 4,110,450,49500
TXN101318,2025-06-14,South,OncoShield 10mg,Apollo Medical Center 5,45,450,20250
TXN107095,2025-06-14,North,OncoShield 10mg,Max Super Speciality 3,20,450,9000
TXN107096,2025-06-14,North,GlycaCure 50mg,Fortis Healthcare 2,60,250,15000
TXN100885,2025-06-14,West,OncoShield 10mg,Max Super Speciality 3,107,450,48150
TXN101869,2025-06-14,Central,GlycaCure 50mg,Apollo Medical Center 4,132,250,33000
TXN106936,2025-06-14,West,GlycaCure 50mg,Max Super Speciality 2,32,250,8000
TXN101472,2025-06-14,South,OncoShield 10mg,Max Super Speciality 5,112,450,50400
TXN103656,2025-06-14,South,OncoShield 10mg,Fortis Healthcare 2,42,450,18900
TXN102697,2025-06-14,East,GlycaCure 50mg,Apollo Medical Center 4,145,250,36250
TXN100050,2025-06-14,North,GlycaCure 50mg,Apollo Medical Center 5,112,120,13440
TXN105431,2025-06-14,East,OncoShield 10mg,Apollo Medical Center 3,30,450,13500
TXN107979,2025-06-14,Central,OncoShield 10mg,Apollo Medical Center 5,121,450,54450
TXN102470,2025-06-14,West,OncoShield 10mg,Max Super Speciality 1,38,450,17100
TXN101955,2025-06-14,Central,OncoShield 10mg,Fortis Healthcare 5,24,450,10800
TXN104290,2025-06-14,East,OncoShield 10mg,Apollo Medical Center 4,71,450,31950
TXN100891,2025-06-14,Central,GlycaCure 50mg,Fortis Healthcare 2,117,250,29250
TXN106615,2025-06-14,West,GlycaCure 50mg,Fortis Healthcare 2,82,120,9840
TXN102730,2025-06-14,East,GlycaCure 50mg,Apollo Medical Center 3,55,250,13750
TXN109589,2025-06-14,North,GlycaCure 50mg,Max Super Speciality 3,65,120,7800
TXN101103,2025-06-15,Central,OncoShield 10mg,Fortis Healthcare 1,17,450,7650
TXN101748,2025-06-15,Central,GlycaCure 50mg,Fortis Healthcare 4,84,250,21000
TXN109688,2025-06-15,East,GlycaCure 50mg,Fortis Healthcare 2,43,120,5160
TXN106480,2025-06-15,West,GlycaCure 50mg,Max Super Speciality 2,31,250,7750
TXN101775,2025-06-15,Central,GlycaCure 50mg,Fortis Healthcare 1,52,250,13000
TXN106878,2025-06-15,East,OncoShield 10mg,Max Super Speciality 3,28,450,12600
TXN101485,2025-06-15,East,GlycaCure 50mg,Max Super Speciality 4,52,250,13000
TXN100134,2025-06-15,West,OncoShield 10mg,Apollo Medical Center 5,70,450,31500
TXN105785,2025-06-15,North,OncoShield 10mg,Fortis Healthcare 3,77,450,34650
TXN103915,2025-06-15,East,OncoShield 10mg,Fortis Healthcare 2,11,450,4950
TXN108710,2025-06-15,South,GlycaCure 50mg,Fortis Healthcare 2,10,250,2500
TXN109883,2025-06-15,East,OncoShield 10mg,Apollo Medical Center 4,11,450,4950
TXN108673,2025-06-15,North,GlycaCure 50mg,Apollo Medical Center 5,131,250,32750
TXN108541,2025-06-15,East,OncoShield 10mg,Fortis Healthcare 5,20,450,9000
TXN100092,2025-06-15,Central,GlycaCure 50mg,Fortis Healthcare 3,15,120,1800
TXN105834,2025-06-15,West,OncoShield 10mg,Apollo Medical Center 1,51,450,22950
TXN101077,2025-06-15,North,GlycaCure 50mg,Fortis Healthcare 3,77,120,9240
TXN100903,2025-06-15,North,OncoShield 10mg,Apollo Medical Center 5,46,450,20700
TXN103188,2025-06-15,East,OncoShield 10mg,Max Super Speciality 4,63,450,28350
TXN106390,2025-06-15,South,GlycaCure 50mg,Apollo Medical Center 5,127,250,31750
TXN109231,2025-06-15,East,OncoShield 10mg,Max Super Speciality 2,127,450,57150
TXN106177,2025-06-15,West,OncoShield 10mg,Apollo Medical Center 5,95,450,42750
TXN108606,2025-06-16,North,OncoShield 10mg,Max Super Speciality 3,41,450,18450
TXN100497,2025-06-16,North,OncoShield 10mg,Apollo Medical Center 2,47,450,21150
TXN108557,2025-06-16,North,GlycaCure 50mg,Max Super Speciality 5,130,250,32500
TXN109872,2025-06-16,North,GlycaCure 50mg,Fortis Healthcare 5,113,120,13560
TXN108526,2025-06-16,North,OncoShield 10mg,Max Super Speciality 2,78,450,35100
TXN104152,2025-06-16,East,GlycaCure 50mg,Fortis Healthcare 1,132,120,15840
TXN103161,2025-06-16,Central,OncoShield 10mg,Max Super Speciality 2,45,450,20250
TXN101490,2025-06-16,Central,GlycaCure 50mg,Max Super Speciality 3,31,120,3720
TXN105881,2025-06-16,North,GlycaCure 50mg,Max Super Speciality 4,99,120,11880
TXN106363,2025-06-16,North,GlycaCure 50mg,Max Super Speciality 1,108,120,12960
TXN103753,2025-06-16,South,GlycaCure 50mg,Apollo Medical Center 2,61,120,7320
TXN106046,2025-06-16,Central,GlycaCure 50mg,Max Super Speciality 2,131,120,15720
TXN108309,2025-06-16,West,OncoShield 10mg,Fortis Healthcare 3,45,450,20250
TXN106276,2025-06-16,South,OncoShield 10mg,Fortis Healthcare 3,25,450,11250
TXN103001,2025-06-16,West,OncoShield 10mg,Apollo Medical Center 4,74,450,33300
TXN104742,2025-06-16,North,OncoShield 10mg,Apollo Medical Center 5,128,450,57600
TXN106789,2025-06-16,Central,OncoShield 10mg,Max Super Speciality 3,148,450,66600
TXN109067,2025-06-16,East,OncoShield 10mg,Fortis Healthcare 4,57,450,25650
TXN104423,2025-06-16,Central,OncoShield 10mg,Fortis Healthcare 5,132,450,59400
TXN109240,2025-06-16,South,GlycaCure 50mg,Apollo Medical Center 4,126,120,15120
TXN108044,2025-06-16,East,GlycaCure 50mg,Fortis Healthcare 4,65,250,16250
TXN107447,2025-06-16,South,GlycaCure 50mg,Apollo Medical Center 1,105,250,26250
TXN105699,2025-06-16,South,OncoShield 10mg,Apollo Medical Center 5,143,450,64350
TXN106767,2025-06-16,South,OncoShield 10mg,Apollo Medical Center 5,15,450,6750
TXN107828,2025-06-16,West,OncoShield 10mg,Max Super Speciality 4,22,450,9900
TXN103841,2025-06-16,Central,GlycaCure 50mg,Apollo Medical Center 3,123,250,30750
TXN106169,2025-06-16,Central,GlycaCure 50mg,Apollo Medical Center 3,50,250,12500
TXN107273,2025-06-16,South,GlycaCure 50mg,Fortis Healthcare 1,120,120,14400
TXN101454,2025-06-16,North,GlycaCure 50mg,Max Super Speciality 2,52,250,13000
TXN103612,2025-06-16,North,GlycaCure 50mg,Max Super Speciality 2,40,120,4800
TXN106644,2025-06-16,West,GlycaCure 50mg,Fortis Healthcare 2,143,120,17160
TXN104624,2025-06-17,North,OncoShield 10mg,Fortis Healthcare 2,111,450,49950
TXN102550,2025-06-17,South,GlycaCure 50mg,Fortis Healthcare 5,115,120,13800
TXN105602,2025-06-17,West,GlycaCure 50mg,Apollo Medical Center 3,112,250,28000
TXN104306,2025-06-17,South,GlycaCure 50mg,Max Super Speciality 5,115,250,28750
TXN107558,2025-06-17,South,OncoShield 10mg,Max Super Speciality 1,47,450,21150
TXN103260,2025-06-17,East,OncoShield 10mg,Max Super Speciality 1,85,450,38250
TXN101699,2025-06-17,North,OncoShield 10mg,Fortis Healthcare 4,38,450,17100
TXN108452,2025-06-17,West,OncoShield 10mg,Max Super Speciality 2,137,450,61650
TXN103500,2025-06-17,South,OncoShield 10mg,Apollo Medical Center 1,70,450,31500
TXN101428,2025-06-17,East,OncoShield 10mg,Apollo Medical Center 4,96,450,43200
TXN107565,2025-06-17,West,OncoShield 10mg,Apollo Medical Center 3,112,450,50400
TXN105396,2025-06-17,Central,OncoShield 10mg,Max Super Speciality 4,114,450,51300
TXN101675,2025-06-17,South,GlycaCure 50mg,Apollo Medical Center 2,110,250,27500
TXN108584,2025-06-17,Central,GlycaCure 50mg,Apollo Medical Center 2,30,120,3600
TXN104610,2025-06-17,East,OncoShield 10mg,Apollo Medical Center 2,68,450,30600
TXN102516,2025-06-17,Central,OncoShield 10mg,Fortis Healthcare 2,11,450,4950
TXN106934,2025-06-17,North,OncoShield 10mg,Fortis Healthcare 2,136,450,61200
TXN107086,2025-06-17,South,GlycaCure 50mg,Fortis Healthcare 4,147,120,17640
TXN103804,2025-06-17,East,OncoShield 10mg,Fortis Healthcare 1,145,450,65250
TXN100329,2025-06-17,West,GlycaCure 50mg,Fortis Healthcare 4,59,250,14750
TXN101408,2025-06-17,East,OncoShield 10mg,Max Super Speciality 5,43,450,19350
TXN106053,2025-06-17,East,OncoShield 10mg,Max Super Speciality 2,115,450,51750
TXN101183,2025-06-17,East,OncoShield 10mg,Max Super Speciality 5,39,450,17550
TXN107669,2025-06-17,North,OncoShield 10mg,Apollo Medical Center 4,93,450,41850
TXN107704,2025-06-17,North,GlycaCure 50mg,Max Super Speciality 1,46,120,5520
TXN102902,2025-06-17,West,GlycaCure 50mg,Max Super Speciality 2,142,120,17040
TXN101344,2025-06-17,East,OncoShield 10mg,Apollo Medical Center 5,11,450,4950
TXN103879,2025-06-17,Central,OncoShield 10mg,Max Super Speciality 3,40,450,18000
TXN104038,2025-06-17,Central,OncoShield 10mg,Max Super Speciality 4,38,450,17100
TXN107588,2025-06-17,East,GlycaCure 50mg,Max Super Speciality 5,17,120,2040
TXN107209,2025-06-18,East,GlycaCure 50mg,Fortis Healthcare 1,82,120,9840
TXN107523,2025-06-18,East,OncoShield 10mg,Max Super Speciality 1,73,450,32850
TXN101227,2025-06-18,South,GlycaCure 50mg,Fortis Healthcare 5,95,250,23750
TXN105069,2025-06-18,West,OncoShield 10mg,Apollo Medical Center 1,57,450,25650
TXN105327,2025-06-18,North,GlycaCure 50mg,Fortis Healthcare 3,19,250,4750
TXN109277,2025-06-18,East,GlycaCure 50mg,Max Super Speciality 3,54,120,6480
TXN105046,2025-06-18,West,GlycaCure 50mg,Max Super Speciality 3,94,120,11280
TXN101935,2025-06-18,Central,GlycaCure 50mg,Fortis Healthcare 4,47,250,11750
TXN107249,2025-06-18,Central,OncoShield 10mg,Fortis Healthcare 5,69,450,31050
TXN107057,2025-06-18,North,GlycaCure 50mg,Fortis Healthcare 2,85,120,10200
TXN106067,2025-06-18,West,OncoShield 10mg,Apollo Medical Center 3,81,450,36450
TXN108329,2025-06-18,North,GlycaCure 50mg,Fortis Healthcare 5,101,120,12120
TXN107621,2025-06-18,Central,OncoShield 10mg,Max Super Speciality 5,66,450,29700
TXN105814,2025-06-18,West,GlycaCure 50mg,Apollo Medical Center 4,148,250,37000
TXN107181,2025-06-18,South,GlycaCure 50mg,Apollo Medical Center 5,73,120,8760
TXN100352,2025-06-18,North,GlycaCure 50mg,Max Super Speciality 2,100,250,25000
TXN104469,2025-06-18,South,GlycaCure 50mg,Max Super Speciality 2,120,250,30000
TXN105530,2025-06-18,North,OncoShield 10mg,Max Super Speciality 1,75,450,33750
TXN104562,2025-06-18,West,GlycaCure 50mg,Max Super Speciality 5,136,120,16320
TXN106663,2025-06-18,South,GlycaCure 50mg,Fortis Healthcare 5,147,250,36750
TXN105577,2025-06-18,East,OncoShield 10mg,Apollo Medical Center 5,120,450,54000
TXN108581,2025-06-18,East,OncoShield 10mg,Fortis Healthcare 4,33,450,14850
TXN102623,2025-06-18,East,GlycaCure 50mg,Fortis Healthcare 4,102,120,12240
TXN106198,2025-06-18,North,OncoShield 10mg,Max Super Speciality 1,67,450,30150
TXN106690,2025-06-18,South,GlycaCure 50mg,Fortis Healthcare 4,108,250,27000
TXN107564,2025-06-19,North,OncoShield 10mg,Fortis Healthcare 5,94,450,42300
TXN100636,2025-06-19,East,GlycaCure 50mg,Apollo Medical Center 4,73,120,8760
TXN104856,2025-06-19,East,OncoShield 10mg,Fortis Healthcare 2,124,450,55800
TXN107457,2025-06-19,West,OncoShield 10mg,Apollo Medical Center 3,138,450,62100
TXN102097,2025-06-19,Central,OncoShield 10mg,Apollo Medical Center 2,26,450,11700
TXN104592,2025-06-19,East,OncoShield 10mg,Apollo Medical Center 4,47,450,21150
TXN105722,2025-06-19,West,GlycaCure 50mg,Apollo Medical Center 5,120,250,30000
TXN109790,2025-06-19,West,GlycaCure 50mg,Fortis Healthcare 3,44,250,11000
TXN102219,2025-06-19,West,GlycaCure 50mg,Apollo Medical Center 2,68,250,17000
TXN106348,2025-06-19,West,GlycaCure 50mg,Fortis Healthcare 3,107,250,26750
TXN102756,2025-06-19,East,OncoShield 10mg,Fortis Healthcare 3,11,450,4950
TXN100566,2025-06-19,South,GlycaCure 50mg,Fortis Healthcare 1,61,120,7320
TXN104279,2025-06-19,Central,OncoShield 10mg,Fortis Healthcare 3,79,450,35550
TXN107527,2025-06-19,Central,GlycaCure 50mg,Max Super Speciality 3,144,120,17280
TXN106950,2025-06-19,South,OncoShield 10mg,Fortis Healthcare 2,122,450,54900
TXN105434,2025-06-19,South,OncoShield 10mg,Max Super Speciality 1,113,450,50850
TXN109736,2025-06-19,West,GlycaCure 50mg,Fortis Healthcare 1,110,250,27500
TXN102259,2025-06-19,West,GlycaCure 50mg,Apollo Medical Center 4,66,250,16500
TXN109070,2025-06-19,West,OncoShield 10mg,Max Super Speciality 5,124,450,55800
TXN102660,2025-06-19,South,OncoShield 10mg,Apollo Medical Center 1,111,450,49950
TXN106082,2025-06-19,Central,OncoShield 10mg,Apollo Medical Center 1,93,450,41850
TXN103568,2025-06-19,Central,OncoShield 10mg,Max Super Speciality 5,68,450,30600
TXN107121,2025-06-19,West,GlycaCure 50mg,Max Super Speciality 2,143,120,17160
TXN101226,2025-06-19,North,GlycaCure 50mg,Max Super Speciality 2,103,250,25750
TXN103961,2025-06-19,East,GlycaCure 50mg,Fortis Healthcare 2,50,120,6000
TXN109245,2025-06-19,North,GlycaCure 50mg,Apollo Medical Center 2,124,120,14880
TXN107066,2025-06-19,West,OncoShield 10mg,Max Super Speciality 2,13,450,5850
TXN108585,2025-06-19,South,OncoShield 10mg,Fortis Healthcare 5,141,450,63450
TXN103278,2025-06-19,North,GlycaCure 50mg,Max Super Speciality 4,51,250,12750
TXN100383,2025-06-20,East,GlycaCure 50mg,Apollo Medical Center 3,128,250,32000
TXN102711,2025-06-20,Central,GlycaCure 50mg,Fortis Healthcare 1,82,250,20500
TXN109911,2025-06-20,North,GlycaCure 50mg,Fortis Healthcare 5,32,120,3840
TXN102699,2025-06-20,South,GlycaCure 50mg,Fortis Healthcare 2,90,120,10800
TXN102724,2025-06-20,West,GlycaCure 50mg,Max Super Speciality 5,33,250,8250
TXN100987,2025-06-20,South,OncoShield 10mg,Max Super Speciality 3,133,450,59850
TXN109960,2025-06-20,South,OncoShield 10mg,Fortis Healthcare 2,114,450,51300
TXN104680,2025-06-20,North,GlycaCure 50mg,Fortis Healthcare 5,53,250,13250
TXN101296,2025-06-20,West,GlycaCure 50mg,Apollo Medical Center 4,52,120,6240
TXN104334,2025-06-20,Central,GlycaCure 50mg,Fortis Healthcare 5,41,120,4920
TXN103496,2025-06-20,Central,GlycaCure 50mg,Fortis Healthcare 2,122,250,30500
TXN109777,2025-06-20,West,OncoShield 10mg,Max Super Speciality 5,64,450,28800
TXN101914,2025-06-20,East,GlycaCure 50mg,Fortis Healthcare 1,48,250,12000
TXN104915,2025-06-20,East,GlycaCure 50mg,Apollo Medical Center 2,120,120,14400
TXN109066,2025-06-20,South,GlycaCure 50mg,Max Super Speciality 1,34,250,8500
TXN107787,2025-06-20,South,OncoShield 10mg,Fortis Healthcare 3,37,450,16650
TXN102420,2025-06-20,South,OncoShield 10mg,Max Super Speciality 4,98,450,44100
TXN108192,2025-06-20,North,OncoShield 10mg,Fortis Healthcare 3,104,450,46800
TXN105883,2025-06-20,North,GlycaCure 50mg,Max Super Speciality 3,77,120,9240
TXN107155,2025-06-20,Central,OncoShield 10mg,Max Super Speciality 5,19,450,8550
TXN109539,2025-06-20,South,OncoShield 10mg,Fortis Healthcare 2,106,450,47700
TXN102007,2025-06-20,East,OncoShield 10mg,Apollo Medical Center 2,75,450,33750
TXN106728,2025-06-20,West,GlycaCure 50mg,Max Super Speciality 3,57,250,14250
TXN105932,2025-06-20,East,GlycaCure 50mg,Apollo Medical Center 3,76,120,9120
TXN101569,2025-06-20,West,OncoShield 10mg,Apollo Medical Center 2,124,450,55800
TXN102933,2025-06-20,South,GlycaCure 50mg,Fortis Healthcare 4,75,120,9000
TXN108492,2025-06-20,Central,GlycaCure 50mg,Fortis Healthcare 4,107,120,12840
TXN105424,2025-06-20,East,GlycaCure 50mg,Fortis Healthcare 4,120,250,30000
TXN100671,2025-06-20,South,OncoShield 10mg,Apollo Medical Center 1,147,450,66150
TXN109661,2025-06-20,Central,OncoShield 10mg,Apollo Medical Center 4,16,450,7200
TXN102145,2025-06-21,South,GlycaCure 50mg,Max Super Speciality 3,83,120,9960
TXN103777,2025-06-21,North,OncoShield 10mg,Fortis Healthcare 4,59,450,26550
TXN101937,2025-06-21,West,OncoShield 10mg,Fortis Healthcare 2,95,450,42750
TXN103005,2025-06-21,West,OncoShield 10mg,Apollo Medical Center 5,86,450,38700
